	Unnamed: 0	source_link	article_title	article_publish_date	article_text	category
21	92	https://www.japantimes.co.jp/news/2019/07/01/national/heavy-rain-forecast-affect-wide-areas-japan-coming-days/#.XRnwwMqRWhA	Heavy rains prompt evacuation orders in Kagoshima as weather agency warns of mudslides and floods	2019-07-01 00:00:00	"Heavy rains prompted an evacuation order for some 6,000 residents in 2,859 households in Ichikikushikino, Kagoshima Prefecture, on Monday morning, as well as an evacuation advisory issued to more than 1.21 million people in 550,000 households in Miyazaki, Kumamoto and Kagoshima prefectures as the Meteorological Agency warned of mudslides and floods.

In the city of Kagoshima, a woman in her 70s died after being buried in mud up to her neck at her home in the Honjo district following a landslide on a mountain behind her house."	neg
22	98	https://www.kvue.com/article/news/local/landslide-at-shoal-creek-worsens-public-asked-to-stay-away/269-8d918fdc-1e3e-44cc-af09-2cec99cc7744	Landslide at Shoal Creek worsens; public asked to stay away	2019-05-10 08:32:00	"The landslide is located on the west side of Shoal Creek between 24th Street and Shoal Creek Boulevard.

Example video title will go here for this video

AUSTIN, Texas — After ""additional movement"" was reported in the area of the Shoal Creek landslide May 8, the Watershed Protection department in Austin is asking the public to stay away from the area.

In a press release sent May 10, the department said the landslide is located on the west side of Shoal Creek between 24th Street and Shoal Creek Boulevard. There is debris from the landslide that is partially blocking Shoal Creek, which ""poses an increased flood risk for Lamar Blvd. and a few buildings in this area,"" the department said.

There is a plan to put sandbags down, keeping water away from slopes, and a design to reroute water. The plan also includes putting up a series of walls, including two large ones with anchors that tie into the slope and sustain walls.

“One of the factors that contributes to movement along the slope is additional water falling onto that slope,"" said Diana Wang, with the city's watershed protection department.

The plan is expected to go in front of the city council on June 20 and could cost between $8 million to $16 million.

RELATED:

The public should keep using the sidewalk on Lamar Boulevard as a detour from the Shoal Creek Trail and should stay away from the area of the landslide.

""The thing that’s complicated with this situation is in order to really stabilize the slope, it has to be a solution that addresses the entire slope,"" said Wang. ""In order for it to be safe and unfortunately that crosses property lines.”

This additional movement comes after a landslide last May after heavy storms that took out a few neighbor's backyards above and west of the creek.

The city has already spent more than a million dollars to fix the trail, including the landslide area."	pos
23	99	https://www.reuters.com/article/us-congo-mining-glencore/congolese-army-fires-in-the-air-during-protest-near-glencore-plant-idUSKCN1U30VM	Congolese army fires in the air during protest near Glencore plant	2019-07-08 09:02:17+00:00	"DAKAR (Reuters) - Congolese soldiers fired in the air on Monday as illegal miners protested outside a metallurgical plant on a copper and cobalt concession run by Glencore, a witness said.

The protest near the Luilu plant follows the eviction last week of thousands of illegal miners from Glencore’s Kamoto Copper Company (KCC) concession in southern Democratic Republic of Congo after 43 people died in a landslide.

The witness, a member of a local civil society organization, said at least 50 protesters had gathered outside the plant to demand access to the nearby Mayi ya Mbata open cast mine, owned by the state company Gecamines.

In response, seven vehicles carrying soldiers arrived on the scene and attempted to disperse the crowd, he said.

Glencore said in a statement that about 80 people had protested on the national road in the town of Luilu. It said the army had dispersed the crowd and that no injuries had been reported.

Army and government officials did not respond to requests for comment.

The decision last week by the government to use the army to evict miners illegally digging on the KCC concession, which is majority-owned by a Glencore subsidiary, sparked angry protests outside the local governor’s office and looting of shops last Thursday.

The government of Lualaba province, where KCC is located, has promised to provide other concessions where the evicted miners can dig, but they are skeptical that these will be sufficient to absorb them all.

Small-scale mining for copper and cobalt is one of the few viable economic activities available to much of the population. The miners use rudimentary tools to burrow dozens of meters below ground, leading to frequent accidents.

Activists say the deployment of the army to tackle the issue of illegal artisanal mining could lead to violence and human rights abuses, and have urged authorities to do more to address chronic poverty and unemployment.

Glencore said that, prior to last week’s eviction, about 2,000 illegal miners were entering KCC every day. The Lualaba government estimates that 170,000 informal miners operate across the province."	neg
24	101	https://ktla.com/2019/10/22/angeles-crest-highway-reopens-after-rock-slide-that-prompted-8-month-closure-of-19-mile-stretch/	Angeles Crest Highway Reopens After Rock Slide That Prompted 8-Month Closure of 19 Mile Stretch	2019-10-22 00:00:00	"This is an archived article and the information in the article may be outdated. Please look at the time stamp on the story to see when it was last updated.

The Angeles Crest Highway has finally reopened after months of repairs.

After the Woolsey Fire and other smaller wildfires ripped through thousands of acres through Ventura and Los Angeles counties last year, it was followed by unusually heavy rainfall that led to debris flows and rock slides throughout the area, including along Angeles Crest Highway.

A major rock slide on Feb. 15, 2019, forced the closure of a 19-mile stretch of Angeles Crest Highway, which also doubles as State Route 2 and acts as the only path that cuts through the San Gabriel Mountains.

After more than eight months of delays as crews worked to clear the rocks from the roadway, pave the highway shoulder and install metal fencing, the Angeles Crest Highway reopened to motorists and cyclists Tuesday, Caltrans said.

UPDATE: Angeles Crest Highway (SR-2) is CLOSED at Mt. Wilson / Red Box Rd to Upper Big Tujunga Cyn Rd to repair a slide that occurred in winter storm on Feb. 15. Next step: Crane will install steel mesh curtains (low right on ground) to stabilize hillside. May open in July/Aug. pic.twitter.com/GlX7YDVDo9 — Caltrans District 7 (@CaltransDist7) May 31, 2019

When the rocks came crashing down the roadway during a February storm, officials closed it down between Rincon Red Box Road and Upper Big Tujunga Canyon Road, and initially estimated it would reopen in April. But storms that followed in March caused more slope failure near the top of the slide as crews were working.

While the 19-mile stretch was reopened Tuesday, Caltrans warned motorists that intermittent closures are expected as crews complete installing the retaining wall.

Campsites in the area remained open throughout the closure and were expected to stay open through November, though camp fires are not allowed due to high winds and elevated wildfire danger, officials said.

THE GATES ARE OPEN! After months of hard work to clear a slide from a winter storm, pave the highway shoulder, & install a rock fence… Caltrans has officially OPENED ANGELES CREST HIGHWAY to motorists and cyclists! Expect intermittent closures as we complete the retaining wall. pic.twitter.com/bPhjVFhEpE — Caltrans District 7 (@CaltransDist7) October 22, 2019

34.288004 -117.651606"	pos
25	102	https://www.somersetlive.co.uk/news/somerset-news/massive-landslide-sends-cliff-crashing-4703173	Massive landslide sends cliff crashing onto beach after crack appears on famous coastal path	2020-11-15 14:16:45+00:00	"See our privacy notice

A massive cliff on what has been described as the UK’s longest and best-loved national trail came crashing down onto the beach in the early hours of this morning.

Just days after a 90 metre crack formed along the South West Coast Path a huge chunk of cliff collapsed onto the beach near near in the early hours Sunday November 15, 2020.

The collapse has pushed the cliff edge between Eype and West Bay in Dorset back about 15 metres from where it was previously.

Three weeks ago the local council cornered off a 200 metre section after cracks started to appear on the cliff edge on the 630 mile trail.

Some say the area that disappeared into the sea is even bigger than that roped off for the safety of walkers.

Visitors to the scenic cliff are currently allowed to walk through a nearby Highlands End Holiday Park after the landowner granted permission but the long term future of the path has yet to be decided.

The collapse means the cliff edge is now around 50 metres from the nearest pitches at the holiday park.

Tara Hansford, Dorset Council countryside access development officer, said: ""Movement in this section has rapidly increased, affecting an extensive area with more cracks appearing and sections collapsing, resulting in extremely dangerous, uneven and unstable ground.

""All the signs indicate this whole area of cliff is vulnerable and sections are regularly falling.""

She praised the owner of the holiday park for allowing access for walkers.

Be the first to hear the top stories The daily and weekly bulletins are simple, easy to read and we'll only send the most important stories. See our Bristol newsletters here, sign up for bulletins from Somerset here and pick your Gloucestershire emails here.

She said: ""Fortunately, the adjacent landowner – Highlands End Holiday Park – has kindly granted permissive access so the public can still follow the coast path and enjoy the cliff top views this section provides.

""They recognise this stretch is particularly important for local people from Eype and West Bay who regularly walk this path connecting the two communities.

""We just ask that walkers are mindful that they are walking within the boundary of the holiday park and keep to the permissive path, with dogs on leads at all times."""	pos
26	103	https://www.chicagotribune.com/nation-world/ct-aud-nw-nyt-italian-cliffside-cemetary-carried-landslide-20210224-h3ogf2wsd5bntmmtfvks36k5z4-story.html	Italian cliffside cemetery, and its coffins, carried away by a landslide	2021-02-24 00:00:00	"ROME — A landslide carried away a cemetery on the edge of a cliff in the northern Italian region of Liguria, scattering about 200 coffins and bodies across a hillside and into the Mediterranean Sea.

Scuba divers managed to retrieve 12 coffins from the sea by Wednesday after the landslide in the town of Camogli, about 8 miles north of Portofino, two days earlier. Most of the coffins from the cemetery remained strewn around and under the rubble caused by the landslide.

Advertisement

Relatives of people who had been buried in the cemetery gathered in the main square of the seaside town to get news and protest what they said was negligence by local authorities.

“It was the only place where I could go see my parents and talk to them,” Clara Terrile, 66, who owns a shoe shop in Camogli, said in a phone interview Wednesday. “Now I am left with nothing.”

Advertisement

The landslide was probably caused by erosion of the cliff under the cemetery, worsened by storms that have hit the fragile Ligurian coast in recent years, according to Italy’s National Council of Geologists.

“This event hit the community hard emotionally,” said Francesco Olivari, mayor of Camogli. “The whole Liguria is characterized by these phenomena; it was hard to foresee it,” he said.

The landslide, which occurred down the coast from Genoa, where a bridge collapsed in 2018, killing 43 people, prompted outrage in Italy about a lack of infrastructure maintenance and the prevention of natural disasters. Prosecutors in Genoa have opened an investigation into the collapse of the cemetery.

“This is Italy, even dead people cannot rest in peace,” one person lamented on Twitter.

The landslide shows “the lack of maintenance that we geologists have denounced for years,” Domenico Angelone, secretary of the National Council of Geologists, said in a statement. Despite their “high social, moral and cultural value,” cemeteries are often built in unstable places and in recent years suffered a “lack of attention,” he added.

The town had started work to solidify the cliff by the cemetery and in recent days the area had been enclosed after officials had noticed cracks and heard some “creaking,” Olivari, the mayor, said. Some locals protested that they had been reporting cracks and problems with the cemetery’s structure for years.

Lilla Mariotti, a resident of Camogli, posted on Facebook a picture of cracks in the cemetery walls she said she sent the mayor in 2012. “I never got any answers,” she wrote.

Terrile said that she wrote to the town hall in 2007 reporting cracks at the front of her father’s grave but also never received an answer. In 2019, she reported more cracks, and the town hall fixed them, she said. A couple of weeks ago, in a visit to the graveyard, she noticed that the same cracks had reappeared.

Advertisement

“I hope my parents are among the bodies they have found,” she said, “I don’t even have a place where I can bring a flower anymore.”

Olivari, the mayor, said the town had set up psychological support for the families affected.

Regional authorities asked for help from national rescue services since the operation to search for the coffins and bodies depended on the safety on the cliff, which was at risk of further collapse.

For now, scuba divers can only rescue coffins floating in the sea as most of the others are buried under the rubble of the landslide, said Giacomo Giampedrone, the top regional civil protection official.

c.2021 The New York Times Company"	pos
27	105	https://in.reuters.com/article/us-southasia-floods/india-floods-kill-more-than-270-displace-one-million-idINKCN1V413K	India floods kill more than 270, displace one million	2019-08-14 11:16:53+00:00	"BENGALURU/MUMBAI (Reuters) - Floods and landslides have killed more than 270 people in India this month, displaced one million and inundated thousands of homes across six states, authorities said on Wednesday after two weeks of heavy monsoon rains.

Slideshow ( 4 images )

The rains from June to September are a lifeline for rural India, delivering some 70% of the country’s rainfall, but they also cause death and destruction each year.

The southern states of Kerala and Karnataka, and Maharashtra and Gujarat in the west, were among the hardest hit by floods that washed away thousands of hectares of summer-sown crops and damaged roads and rail lines.

At least 95 people were killed and more than 50 are missing in Kerala, where heavy rainfall triggered dozens of landslides last week and trapped more than 100 people.

About 190,000 people are still living in relief camps in the state, said Chief Minister Pinarayi Vijayan, but he added some people are returning home as flood waters recede.

In neighboring Karnataka, home to the technology hub Bengaluru, 54 people died and 15 are missing after rivers burst their banks when authorities released water from dams.

Nearly 700,000 people have been evacuated in the state.

Heavy rainfall is expected in parts of Karnataka, Maharashtra and Gujarat, as well as the central state of Madhya Pradesh, in the next two days, weather officials said.

In Maharashtra, which includes the financial capital Mumbai, 48 people died but flood waters are receding, said a state official.

“We are now trying to restore electricity and drinking water supplies,” he said.

In Madhya Pradesh, the biggest producer of soybeans, heavy rains killed 32 people and damaged crops, authorities said.

In Gujarat, 31 people died in rain-related incidents, while landslides killed nearly a dozen people in the northern hilly state of Uttarakhand."	neg
28	106	https://www.9news.com/mobile/article/traffic/boulder-canyon-closure-rockslide/73-dd16b7e2-9618-4c53-acff-a2b46ae7fd28	1 lane of CO 119 in Boulder County reopens after massive rockfall	2019-09-11 14:53:00	"The highway through Boulder Canyon closed after a planned blast for a flood construction project inadvertently brought down 20 times more rock than it should have.

Example video title will go here for this video

BOULDER, Colo. — A planned blast inadvertently brought down the equivalent of 8,000 washing machine-sized rocks onto CO 119 in Boulder Canyon on Wednesday afternoon, the Colorado Department of Transportation (CDOT) said in a news release.

The highway was closed for hours but reopened with one lane of alternating traffic at about 4 a.m. Thursday after geotech experts determined the slope was stable and additional blasting was not needed on part of the rockface, CDOT said.

To clear the road for one lane of traffic, crews spent the overnight hours blasting several large boulders into smaller pieces that could be hauled away.

The road will close again at 10 a.m. to allow crews to continue cleanup efforts, according to CDOT. It will reopen with at least one lane again at 2 p.m.

“We thank everyone for their continued patience as we work through a technically complex effort,” Colorado Department of Transportation Executive Director Shoshana Lew said. “This work is important for keeping people safe when driving in mountain areas, but it’s difficult work and we know that it causes inconvenience for the traveling public during construction.”

No one was injured during the incident, which was part of a flood construction project that involved blasting the mountain to move more of the road onto bedrock so it will be more stable in the event of rising waters, CDOT said.

A regular blast typically brings down around 400 cubic yards of rock each time. This blast brought 8,000 cubic yards of rock down the side of the mountain and onto the road. To put that into perspective, CDOT said each cubic yard is the size of a normal washing machine.

Rocks that size are too large to be moved as they are, according to CDOT, which means the agency needed to conduct additional blasts to clear them.

Travelers are asked to avoid the Boulder Canyon route, if possible. CDOT recommends these detours:

A northern alternate route can be taken via CO 7, US 36 and CO 72.

A southern alternate route is available via CO 93 and CO 72.

Drivers heading to the Denver area can continue south on CO 72 and CO 119 the east on US 6 into Golden."	pos
29	107	https://gripped.com/gripped-outdoors/watch-massive-rockfall-in-zion-that-injured-three/?fbclid=IwAR1gqi9J2YZhFNZq8KPUpTgsnHU3KuTJqRW4H-V_eCrxWaf6beF4VCaZYVQ	Watch Massive Rockfall in Zion that Injured Three	2019-08-27 17:05:47+00:00	"There’s been a lot of rockfall this year, from the Bugaboos to Squamish to Yosemite and now we can add Zion National Park to the list. Three people were injured, including one who was transported to a hospital.

“A substantial piece of rock broke off Cable Mountain around 3,000 feet above Weeping Rock,” the park said in a statement. The rockfall felled trees and showered tourists with smaller rocks and branches. The rock struck the East Rim Trail, which had been previously closed.

Zion Rockfall"	pos
30	112	https://www.mtpr.org/post/child-killed-rockslide-glacier-national-park	Child Killed By Rockslide In Glacier National Park	2019-08-13 22:08:57	"A 14-year-old girl died Monday evening from injuries she received after a rockslide struck her family’s vehicle on Glacier National Park’s Going-to-the-Sun-Road.

Park spokeswoman Lauren Alley describes the rockfall near the East Tunnel as ""significant.""

""So, the rocks were between fist-sized and about twelve inches in diameter. If you envision that, that’s a pretty big-sized rock. There was enough debris, the Park estimates, to fill the back of a pickup truck.""

The rocks hit the top of the family’s car, shattering its rear windshield, critically injuring the girl. Her parents received significant bruising and two other children in the car suffered minor injuries.

An air ambulance responded to the scene but was unable to airlift the girl because of her unstable condition. The flight paramedics traveled with her in a ground ambulance to Kalispell, but she died on the way.

The family is from Utah. The girl’s name and hometown will be released once family notifications are complete.

This isn’t the first fatal rockslide in the park.

""The last fatal rockfall on the Going-to-the-Sun road was in 1996,"" says park spokeswoman Lauren Alley. ""A rock came off the mountain in the Rimrocks area which is west of Logan Pass. The area is on the Continental Divide and rocks do come down fairly regularly from the mountains above.""

The mountains above Going-to-the-Sun Road are very steep and Alley says precisely identifying where the slide originated would be extremely difficult.

Ally says the park, while safe for the vast majority of visitors, can sometimes be an unpredictable place where hazardous things can happen in an instant.

Going-to-the-Sun Road was closed at the East Tunnel for about three hours Monday night while crews cleared the scene."	pos
31	113	https://www.nytimes.com/2020/09/13/world/asia/nepal-landslides.html	Dozens Feared Dead as Nepal Landslides Wipe Out Homes	2020-09-13 00:00:00	"KATHMANDU, Nepal — Landslides set off by heavy rainfall this weekend killed at least 11 people and left many more missing in a hilly region of Nepal that borders Tibet, officials said, bringing a renewed crisis to an area that was hit hard by a devastating 2015 earthquake.

Many locals had only recently rebuilt their homes in a district that since the earthquake has emerged as one of Nepal’s most vulnerable to landslides. Nepal is also being battered by an economic crisis and widespread unemployment brought on by the coronavirus pandemic, which has left 336 people dead in the country.

As many as 20 people from the village of Barhabise were missing on Sunday after the landslides, which washed away 28 homes in the region on Saturday night, leaving rescuers racing to find survivors and dig them out.

“Rescuers are working hard, but rescuing the missing people alive seems impossible,” said Shreedhar Neupane, a press secretary to the speaker of Nepal’s House of Representatives, Agni Prasad Sapkota."	pos
32	116	https://weather.com/forecast/regional/news/2019-02-26-california-sierra-feet-of-snow-february-records	Atmospheric River Is Pummeling California's Sierra With Feet of Snow, Topping February Records	2019-02-26 00:00:00	"At a Glance February snow records are falling in the Sierra.

The combination of this, plus high winds, is shutting down travel in the Sierra. Another atmospheric river event is pummeling California with feet of snow in the Sierra Nevada Mountains, shattering February snow records at some ski resorts while also triggering flooding, rockslides and mudslides in lower elevations.

Happening Now

Heavy snow continues to pound the Sierra, generally above 5,000 feet, while rain persists in the lower elevations of Northern California.

Gusty winds are also expected into this evening in some locations.

(INTERACTIVE: Current Radar/Satellite Loop)

Tuesday night into early Wednesday, numerous roadways were flooded in Northern California, including the Bay area. Several mudslides and rockslides were also reported, as were downed trees and power lines.

Venado, California, measured 20.48 inches of rainfall through early Wednesday.

(LATEST: Flooding, Mudslides, Travel Impacts)

As of Wednesday morning, 55 inches of snow fell in Boreal, with 54 inches at Sugar Bowl Ski.

The combination of heavy snow and high winds prompted Interstate 80 to shut down overnight Monday night into Tuesday.

Several other routes into the Sierra were shut down Tuesday as well, according to Caltrans.

Many Sierra ski locations reported at least a foot of snow in 24 hours ending Tuesday morning. Caltrans reported 40 inches of snow had fallen in 24 hours at Donner Pass.

Despite all the snow, it was too windy to ski at some Sierra resorts. Lifts were on hold at Mammoth Mountain, and some lifts were closed Monday at Heavenly.

Advertisement Strong winds have also been blasting parts of Northern California and Nevada. Winds gusted between 50 and 60 mph in Reno, Nevada, on Tuesday.

Rain soaked the lower elevations of Northern California on Tuesday, mainly north of Interstate 80, and that has triggered flooding and some landslides.

A number of mudslides shut down State Highway 49 in multiple locations. Just over 5 inches of rain was reported in Quincy, California, about 35 miles east-northeast of the fire-scarred town of Paradise.

Flooding was also reported in parts of Marin County, California, and the Napa Valley. All access roads into Point Reyes National Seashore, north of San Francisco, were flooded Tuesday morning.

Active Weather Pattern in the West

This round of rain and snow is just the latest in a series of storms that have impacted the West in February.

Mammoth Mountain has already clobbered its previous record-snowiest February, picking up 198 inches of snow so far this month.

Squaw Valley is likely to set its snowiest month on record, already measuring over 21 feet of snow this month before this storm kicked into gear.

Tuesday morning, a snow depth of 226.9 inches was estimated by the National Resources Conservation Service SNOTEL network at a sensor about 20 miles southwest of Truckee, California. Another sensor at Nevada's Mt. Rose Ski Area estimated a whopping 320 inches of snow cover at an elevation of 8,850 feet.

Most importantly, the Sierra is an important source of water for California when winter's snowpack melts in the dry season from late spring through early fall.

(MORE: West's Active Winter So Far Has Had a Huge Impact on Drought)

According to the California Department of Water Resources, the statewide water content of the Sierra snowpack was estimated to be 41 percent above average for Feb. 26.

Most state reservoirs were above their average levels for late February as well."	pos
33	122	https://www.straitstimes.com/world/africa/at-least-42-people-killed-in-cameroon-landslide?utm_source=social&amp;utm_medium=web&amp;utm_campaign=stz	At least 42 people killed in Cameroon landslide	2019-10-30 07:49:26+08:00	"DOUALA, CAMEROON (REUTERS) - A landslide caused by heavy rains in western Cameroon killed at least 42 people overnight, state media reported on Tuesday (Oct 29).

Rescue teams spent the day scouring the rubble of destroyed houses in the town of Bafoussam in the western highlands. Among the bodies recovered were those of 26 children, Cameroon Radio Television (CRTV) reported.

The search will resume on Wednesday for additional bodies believed to remain under the rubble, CRTV reported.

""Around 10pm, I heard a noise,"" said Mr Albert Kenge, who survived the landslide. ""I saw a big cloud of dust and when it dissipated, I saw that the mountain had collapsed.""

Heavy rains have continued beyond the end of Central Africa's rainy season, causing severe flooding which has displaced nearly 30,000 people in Cameroon's neighbour, the Central African Republic.

The United Nations children's agency Unicef said last week that exceptionally heavy rain in South Sudan had destroyed health centres and roads, making access to food and water more difficult for nearly one million people."	pos
34	123	https://www.newshub.co.nz/home/new-zealand/2019/02/massive-400m-landslide-closes-west-coast-s-state-highway-6.html	Massive 400m landslide closes West Coast's State Highway 6	2019-02-22 16:17:55+13:00	"A massive slip of trees, rocks and soil has come down covering almost half a kilometre of the main trunk line to the West Coast's glaciers.

The landslide estimated to be around 400 metres long cascaded down over State Highway 6 between Harihari and Whataroa on Thursday evening.

The area was hit with 180mm of rain causing the land to give way, blocking the northen access to Franz Josef Glacier and Fox Glacier.

Whataroa acting fire chief Ian Philips told Newshub two vehicles with five people in them became wedged between two sections of the major landslide."	pos
